model,manufacturer
PTC153B35CJ,Amana
PTH154G35AXXXCA,Amana
PTC153E35CXXXAA,Amana
PTH153A35CB,Amana
52CQA309401AA,Carrier
52SQE309301CP,Carrier
PTC153A35CD,Amana
PTC153A35CA,Amana
52SQE309401CP,Carrier
52MQAU09401AA,Carrier
52MQBU09401AA,Carrier
PTC153B35CM,Amana
PTC153A35CC,Amana
PTH153B35CJ,Amana
PZH12K3SA-A,Friedrich
AZ25E12D2BM1,General Electric
PTC153D25ARDA,Amana
9190718,Islandaire
PBC093A00MA,Amana
PTH083G25AXXXCA,Amana
PTC124B35CMBP,Amana
PTC15330J,Amana
AJCQ12DCGL2,General Electric
FFRE06L3Q1,Frigidaire
FFRS1022R1,Frigidaire
Unknown,Garrison
AZ28E22DaBm3,General Electric
PDE09K3SBA,Friedrich
PRH123G35AXXXCA,Amana
PDH12K3SG-A,Friedrich
AZ2BE12EABM1,General Electric
PTC083B50AMBP,Amana
PH09K3SB-1,Friedrich
PDE07K3SE,Friedrich
Ptc09350ambp,Amana
PTC093G50AXX,Amana
PZE09K3SB,Friedrich
RAK515D,General Electric
ARNU963b8a2,LG
AZ25E12DAPM1,General Electric
52SQD309301CP,Carrier
PYC093G35AXCCAB,Amana
PTC123G35AXXXDA,Amana
LP091HEM-Y8,LG
52CQF207351AA,Carrier
LW1016ERY7,LG
PTEE0902UABB,Trane
AZ28E12D3PM1,General Electric
vc532301,Trane
52SQC312301CP,Carrier
52SQD312301CP,Carrier
AZ25E12E3PM1,General Electric
BHIPS86166,LG
PTEE0901UABA,American Standard
CAF160C124-D14RZ,Comitale National Inc
PTH153B50AB,Amana
PTC093G25AXXXDA,Amana
PCT123G35AXXXAB,Amana
PBC093G00CB,Amana
PTH124A35AC,Amana
PTC124A35AC,Amana
PTC074A25AB,Amana
PTH123C35ARDA,Amana
PTH074A25AA,Amana
PTC074A25HC,Amana
AZ22E12E3BM3,General Electric
AZ28E15EHBM1,General Electric
AZ28E12EAPM1,General Electric
PEFY-P18NMAU-E3,Mitsubishi
PDE07R3SD,Friedrich
AZ28E12EAB,General Electric
caf16oc124-d10rs,Comitale National Inc
52SED207401RP,Carrier
PEFY-P24NMAU-E3,Mitsubishi
EZ12E2CMF4A10U2,Islandaire
0-E7834,Direct Supply Mfg.
PHT093G35AXXX,Amana
816215B27A2BD,Adirondack Aire
PDE07K3SF-A,Friedrich
50QT218300,Carrier
PTC073A35AA,Amana
PTP09G2AMBCC3SD,ClimateMaster
52SQB307301AA,Carrier
MSY-GL12NA,Mitsubishi
52SQC207301AA,Carrier
PBH113G35CC,Amana
PZH15K5SB,Friedrich
PDE09K3SB-A,Friedrich
AJCM12DCG,General Electric
LT1037HNR,LG
HWC8R480P24A1,Magic Pak
AZ39H09EAB,General Electric
AZ29E15EAB,General Electric
CPG41238-U12,National Comfort Products
PDH07K3SG-A,Friedrich
PDH09K3SG-A,Friedrich
HEH123H35AXXXCA,Amana
FAC106N1A1,Frigidaire
\\\\\,LG
PTC124G25AXXXBA,Amana
LSU243HLV,LG
ARNU123BGA4,LG
PRHR0Z2A,LG
ARNU073BGA4,LG
ARNU4238GA4,LG
LSN343HLV,LG
801212C20370E,Comitale National Inc
PTH124G50AXXXCA,Amana
PTH124E50AXXXAB,Amana
PTH124G50AXXXAA,Amana
PTH094G35AXXXCA,Amana
0-G1249,Direct Supply Mfg.
AGM08L,General Electric
9010707,Islandaire
STW0923C2P,Sanyo
AZ28E,General Electric
AZ39H09EABM1,General Electric
AZ28E07DABM1,General Electric
AZ29E09DA,General Electric
AZ28E090ABM2,General Electric
AJJ10DFV3,General Electric
AJJ09DFV3,General Electric
AJC09DPT1,General Electric
AJK08AHV4,General Electric
AJK10DHV4,General Electric
AJES12DCCM,General Electric
AJES10DCBM2,General Electric
AJES12DCCBM1,General Electric
AJES12BCCM2,General Electric
AJES12DCEW1,General Electric
PBC092G00CC,Amana
PZE12R3SB,Friedrich
TRC09BGAAMSCARS,ClimateMaster
AZ28E12D3BM1,General Electric
EZ12AB16C8N14AA,Islandaire
ETAC-09HP230V20B-A,Gree
ETAC2-12HP230VA-A,LG
ETAC2-09HC230VA-A,Gree
ETAC209HC230VA-CP,Gree
PTH003G35AXXXCA,Amana
AJEQ10DCFL2,General Electric
AZ29E12DAC,General Electric
PTC073A25AA,Amana
AZ41E12DABM1,General Electric
A7D24E7,Fedders
PTH154G25DXXX,Amana
PZE15K5SB,Friedrich
PZE09R3SB,Friedrich
EZ15E2KFA1K1JRZ,Islandaire
EZ15E745G9A1AJZ,Islandaire
PTH15350E,Amana
AZ65H12EAD,General Electric
PTH12350E,Amana
52BQA309301AA,Carrier
///delete,Friedrich
PBE123G35CC,Amana
WB292663,Global Equipment
HBLG6000RT4,Hampton Bay
EZ-12A2NECIS14AA,Islandaire
ez12a2rmf4a14aa,Islandaire
EZ12A2RMGAA14AA,Islandaire
EZ12E2RMF4A14AA,Islandaire
PDE07R3SD-C,Friedrich
PDE09K3SD-C,Friedrich
AZ35H09D3B,General Electric
AZ51H09DACV1,General Electric
CP05N10A,Friedrich
PDH09K3SD,Friedrich
PDH09K3SE,Friedrich
PBH093G35CC,Amana
9190984,Islandaire
PTH123G35AXXXBA,Amana
EZ12A2NEG6S74AL,Islandaire
PBE093G35CC,Amana
AZ45E09DBMGE,General Electric
AZ61H15DADM3,General Electric
LW1213ER,LG
AZ22E15D3BM1,General Electric
AZ21E15D3CV1,General Electric
AZ21E15D3CV3,General Electric
AZ51H15DADV3,General Electric
AZ31H15DACV1,General Electric
AJCQ09DCGL2,General Electric
FFRP122HT3,Frigidaire
52CEB31230,Carrier
PBH092G12CC,Amana
FFRP092LT3,Frigidaire
A6J12E2A REV- B,Fedders
AJCQ12ACF,General Electric
M3V08S2A REV-A,Maytag
FRA055XT7,Frigidaire
M3V08S2AREV-A,Fedders
M6V08S2A-A,Maytag
AZ29E09DAPM1,General Electric
FFTH1222Q2,Frigidaire
LW1216HRY7,LG
LAN120HSV4,LG
AE093A35MA,Amana
PTH093A35CB,Amana
PTH094A35AC,Amana
PTH074A35AC,Amana
PTH094A35AA,Amana
PTH09435D,Amana
PTC153B35AK,Amana
EZ15E2KFA1K1JYZ,Islandaire
PTH153B50ARDA,Amana
PTC073A25AC,Amana
PTH09325IR,Amana
PTC093B25AMBR,Amana
PTC07300GR,Amana
A3B588DAALQ1,General Electric
PTH123B35AMDS,Amana
PTH153B50AE-DS,Amana
PTH153E50AE,Amana
PTH093B35AMDS,Amana
AZ32H09D2CM1,General Electric
AZ31H09D2CV1,General Electric
PTH123B25AG,Amana
PTH123B35JAE,Amana
AEO93B35MB,Amana
Ptc123g35axxxba,Goodman
MA16CN41H,Coleman
ACQ082XP,Whirlpool
THC09K25RTC,Friedrich
THC12K,Friedrich
EZ421227C1S45AA,Islandaire
PTC123G35AXXXCA,Amana
EZ421227C1S46AA,Islandaire
MWA05CM71,Midea
80110A-LOASSA-OOB,ClimateMaster
PDE09R3SG,Friedrich
A6Q10F2,Fedders
MC4260C-A,Unico
AEW05LXL1,General Electric
M6X08F2AC,Maytag
AZ26E09DBCV1,General Electric
AZ22E09D2BM2,General Electric
PDE09K3SG-A,Friedrich
52MEAU09301AA,Carrier
AZ45E12EACW1,General Electric
Pth073015dxxxaa,Amana
AZ65H15DAC,General Electric
EZ09A2GSP1S44AL,Islandaire
M6V08S2B-D,Maytag
100119138,A.O. Smith
FRS184YW2,Frigidaire
PK30EK,Mitsubishi
45C-7HC-00,Singer
45C-7H-000,Singer
PBC081A00A,Amana
PBH092E12CB,Amana
PBC092A00MA,Amana
PTC123G35AXXXXDA,Goodman
PTH153B35CM,Amana
HEC093H35AXXXDA,Amana
LP1218GXR,LG
PDH15K5SF-A,Friedrich
AZ45E09EACW2,General Electric
52CQB515301AA,Carrier
12spv5-5,First Co.
52PQB515301AA,Carrier
Pth093G35vxxxca,Goodman
LW1818ERY7,LG
VEA18K34RTN,Friedrich
AZ45E12DAC,General Electric
AJCQ06LCG,General Electric
MWDUP-12EEN1-UJ7-CB,Direct Supply Mfg.
AZ28E12EABM1,Amana
WPPD12CR8N,Arctic King
A6Y18F7,Fedders
PTEC1501GAA,Trane
PTH074B25AE,Amana
40MFC009-1,Carrier
LW1216ERY7,LG
52CEB309331RC,Carrier
EZ12A216A1A14AB,Islandaire
EZ15A216F7A10XB,Islandaire
52PEB309341RP,Carrier
52PEA512341RP,Carrier
AQF3421MB,General Electric
PTH093G35AXXXCA,Goodman
VTC123E05AAAC,Amana
PTC123G35CXXXDA,Amana
CPE42405-C,National Comfort Products
AZ90E18D3C,General Electric
AEC30D01000B,EMI
669740900,McQuay
CLH30D021AA0A0H,EMI
50PCH012ZCC30130,Carrier
EZ15A9GSP1S44AB,Islandaire
STW1225C1,Sanyo
660983500,McQuay
PTEE0901UAA,American Standard
52MEBU09301AA,Carrier
PTC133D50ARDA,Amana
EZ12H88SAXA14AA,Islandaire
EZ12H88SA1A1AVX,Islandaire
80113EROBSDACOA,ClimateMaster
AZ45E09DABW1,General Electric
B855,Century
AZ21E12D2CV3,General Electric
Ffrp122lt6,Frigidaire
EZ09B2CSC1S14AA,Islandaire
EZ15A9GSN1S44AB,Islandaire
AJK06LHV1,General Electric
9C3HES,Amana
FAH12EJ2T2,Friedrich
12M32PBEH,Amana
70212GHACB00A0B,Friedrich
12M32PAEH,Amana
909-3HE50,Amana
PTH093350,Amana
SEZA0501A,Amana
EZ12A2GSP1S40AB,Islandaire
EZ12A2GSP1S44AB,Islandaire
ez09a2gsn1s44ab,Islandaire
EZ12AZGSP1S44AB,Islandaire
619PEQ012BBMA,Bryant
AZ22E09D3CM1,General Electric
AZ28E09EACM2,General Electric
DG79N764K01,Mitsubishi
PLFY-P18NAMU-E,Mitsubishi
EZ12E216F4A1AA,Islandaire
AZ22E12D3CM1,General Electric
LP153CDUC,LG
PTEC1201GCA,Trane
A6PTAC12UW7A-B,Fedders
PTHC0901GAA,Trane
PTED1201GCA,Trane
PTHP15B265,McQuay
PTHC0901EAA,Trane
PTC094E35AXXXAR,General Electric
PTAC15B265,McQuay
EZ4212E2C1S44AA,Islandaire
EZ12A2KFA1K14AA,Islandaire
AADP00106,Friedrich
VTC183E04AA,Amana
PTC123B35AE,Prestige
PTHO93G35AXXXCA,Amana
AZ22E09D3BM1,A.O. Smith
FRIGIDAIRE,Frigidaire
PDE12K3SFA,Amana
PTH073H35AXXXCA,Amana
PT22513GR,Amana
80109EL0BSDACOA,ClimateMaster
EZ12H88SA1A1AIX,Islandaire
CMHG12E0ARA0A0D,Comitale National Inc
CMHG12E0ALA0A0D,Comitale National Inc
GECA01871G010000D01000010012L000000,Trane
GECA01871G010000D01000010012R000000,Trane
GECA018710010000D01000010012L000000,Trane
ETAC209HP230VAA,Gree
ETAC2-12HP230VA-A,Gree
AEY18F7E-A,Fedders
WY10B33A,Friedrich
WE09A33D,Friedrich
WY09A33D,Friedrich
LT1230HY5,LG
2498553,Garrison
AZ31H09E5CV3,General Electric
PTH094,Amana
C5111PTAC,Friedrich
Unknown,Suburban
Ah132e-z0bo6,Goodman
MEW10W7E,Maytag
LT1030HY5,LG
AJEQ08ACDW1,General Electric
PTC123G35CXXXAB,Goodman
WE09A33EB,Friedrich
AJEQ08ACEQ1,General Electric
MEY12F7E-A,Friedrich
PTC123G35AXXXDA,Goodman
TRC09BGCBFNCJLS,ClimateMaster
VTC123E03AA,Amana
EZ15E2CMC1N14AA,Islandaire
AZ39H12DACM1,General Electric
TRC09BGABFNCJLS,ClimateMaster
CCE07CGABFNCJLS,ClimateMaster
PTHC1201GBC,Trane
HEC123H35AXXXDA,Goodman
80110GL0AS0BF0B,ClimateMaster
CCE09CGABFNCJLS,ClimateMaster
CS007GL0AAS0SC,ClimateMaster
PTC093G35AXXXAB,Goodman
ETAC2-09HP230VA-CP,Gree
AZ38H09DABM3,General Electric
VTC123E05AA,Amana
AEL06LPQ1,General Electric
AZ35H09D3DM1,General Electric
LWHD1200R,LG
LWHD8000RY6,LG
FFRP072HT3,Frigidaire
GWHD6500RYG,GoldStar
PTC093G25VXXXBA,Amana
FFRP072MT3,Frigidaire
//////,LG
FFRP072HTE,Frigidaire
ASU18RLQ,Fujitsu
FAC053J7A2,Frigidaire
A3Q08F2D,Fedders
0-G1749,Direct Supply Mfg.
EZ12A2GSP1S44AL,Islandaire
AAC051FRA,Amana
MDF0577,Westinghouse
PTC073E35A,Amana
40RR024020,Carrier
PTH153B25AE,Amana
A1P06F2A-X,Fedders
PTH123G35AXXXEA,Amana
PTH093G50AXXXCA,Amana
PTH093G5AXXXCA,Amana
8AW92-A,Emerson
AZ45E12EACW3,General Electric
AZ21E06D2CV3,General Electric
8BW82-B,Emerson
U42HC12KXXEXA91,Applied Comfort Products
WAM088M1T1,Westinghouse
7P2MY,Amana
AEC-5L,Frigidaire
M3X05F-2B-C,Maytag
M3X05F2A,Maytag
PBH093B35MB,Amana
7GW72,Emerson
PTC074E35AXXX,Amana
80W82-A,Emerson
Unknown,Sunbeam
PTC123G25AXXXDA,Amana
6HC63,Emerson
AGT05LBG1,General Electric
PTH124A25AA,Amana
PTH074B25AB,Amana
PTH074R25AB,Amana
AZ31H15E5CV3,General Electric
1510,Suburban
38HWC183A-1A,Magic Pak
AZ65H12EADW1,General Electric
N4AHD14A06A,York
52SQD309401AA,Carrier
AZ38H12EACM1,General Electric
GA-0515AC,GoldStar
AZ38H09EACM1,General Electric
AZ32H09E3CM1,General Electric
M3X05F2B,Maytag
PTHC0901GBA,Amana
AZ31H09D3V3,General Electric
NCW09L0A2CNCASSSC,McQuay
NCW09L0A2CNCA8SSC,McQuay
NCW09R0A2CNCB7SSC,McQuay
Unknown,EMI
52SEA312301AA,Carrier
52SEC312351AA,Carrier
52SQA314311AA,Carrier
PBC123G00CC,Amana
ETAC2-12HC230VA-A,Gree
FFRP122HT6,Frigidaire
AZ45H12DABW2,General Electric
FFRP122LT5,Frigidaire
PTH093G35AAXXXCA,Goodman
EZ09A2GSP1S44AL/9350590,Islandaire
EZ15A2NEG6C14AA,Islandaire
EZ15A245F4A14AA,Islandaire
MP09EMB82,Garrison
52SQA309301AA,Carrier
PTC123E50DXXXAC,Amana
PTC153G00HXXX,Amana
A3B693DJALW1,General Electric
A3B593DJALQ1,General Electric
A3B793DAALD1,General Electric
AZ31H06E4CV3,General Electric
AZ31H12E5CV3,General Electric
52CQA315301AA,Carrier
8F2025,Cadet
AZ25E09D3BM2,General Electric
ARNU073L1G4,LG
PTH15335J,Amana
AZ21E12D5CV4,General Electric
ARNU073SBL4,LG
PZE09K3SB-A,Friedrich
PDE07K3SG-A,Friedrich
PTC073G25AXXXDA,Amana
WPCD01313D20R02000J000003100,Trane
PZH09K3SA-A,Friedrich
PTH073A35AC,Amana
EZ15E2EDF2C14AA,Islandaire
EZ15E2EDF2C1JYZ,Islandaire
PZH09K3SB-A,Friedrich
ABU18RULX,Fujitsu
PDH09K3SF-A,Friedrich
PTHD0901GCA,Trane
PDH09K3SF-B,Friedrich
PTHE0901UABA,Trane
VTC183E0500,Amana
PTC124G35AXXBA,Amana
EZVR09A2C1N45AA,Islandaire
EZVR12A2C1N40AA,Islandaire
52CQA309331AA,Carrier
U42HC09KXXEXA91,Applied Comfort Products
52CQC209331RC,Carrier
52CQC207331RC,Carrier
52CEC209351RC,Carrier
VEA12K34RTP-A,Friedrich
52CQC209351RC,Carrier
AZ65H12DABW3,General Electric
PTH073G25DXXX,Amana
PTA09G2EMBCP3SD,ClimateMaster
PTH123535AMBP,Amana
AZ35H12E4CM1,General Electric
PTP12G2EMBCP3SD,ClimateMaster
2477811,Supplyworks
VHA12K50RTN,Friedrich
AZ25E09D3B,General Electric
PTC03G35AXXXDA,Amana
40MFQ012-3,Carrier
ETAC1-15HP130VA-A,Gree
ETAC1-15HP130VA-CF,Gree
ETAC1-15HP230VA-CF,Gree
ETAC2-15HP230VA-A,Gree
40MAQB18B-3,Carrier
ETAC2-15HP230VA-CP,Gree
AZ25E15D5BM1,General Electric
2477810,Garrison
ETAC1-15HP230VA-CP,Gree
ETAC1-15HP230VA-A,Gree
PTP12B2EMBCC3SD,RoomMate
VPHP30D11BABS0A,Retroaire
PTC073B35AK,Amana
PTH073G35AXXXCA,Goodman
PTC073G35AXXXBA,Goodman
PTH073G25AXXXEX,Goodman
AEL14AVL2,General Electric
0-G1250,Direct Supply Mfg.
FXAQ24PVJU,Daikin
AZ65H15DADW1,General Electric
PZH15K5SB-A,Friedrich
PTP12G2EMBCP3SD,RoomMate
EZ09A7NEG6S74AA,Islandaire
PTH12350G,Amana
PTH15350G,Amana
ACGP00623,Friedrich
EZ420717C1N45AE,Islandaire
PTHE1201UAA,Trane
KMH0912W,Sanyo
EZ15A2CSC1S14AB,Islandaire
PTH123G50AXXXCA,Goodman
2477813,Supplyworks
PTH93G35AXXXCA,Amana
EZ09E2CSC1AXXDM,Islandaire
EZ09H2CSC1S1ARY,Islandaire
AZ31H12E4CV6,General Electric
AZ31H12E5CV4,General Electric
MW24Y3J,Friedrich
51HWC183A-1C,Magic Pak
PTH093D35AR,Amana
PTH153D35AR,Amana
ATE1253SPP-0,Whirlpool
ATE0953SPP-0,Whirlpool
PTH094G25AXXXCA,Amana
AZ65H12DACW2,General Electric
70208GHACB00A0A,Friedrich
AZ31H09E4CV6,General Electric
PTED1501JCA,Trane
PDH12R3SG-A,Friedrich
PDH09R3SG-A,Friedrich
PTEE1201WAAA,Trane
EZ09E7CSC1A1XODM,Islandaire
EZ09A7CSC1S14AB,Islandaire
EZ09E7CSC1AXXDM,Islandaire
EZ09A2CSC1A14AA,Islandaire
EZ09B2CSC1N10AB,Islandaire
PTEE1201UABA,Trane
EX09E7CSC1XXDM,Islandaire
PTEE0901UABA,Trane
EZ09A7CSC1A4AA,Islandaire
EZ09H2CSC1S1ARV,Islandaire
EZ09A716C1A14AA,Islandaire
STW1223C2P,Sanyo
A2B358DCENRA,General Electric
70212GHA0D00S0G,Friedrich
AZ45E12DABW4,General Electric
VHA09K25RTE-1,Friedrich
VHA12K34RTE-1,Friedrich
A3B568ESASQ1,General Electric
A251H09DBCV1,General Electric
A2B778EPASD2,General Electric
EZ09B2CSC1N14AB,Islandaire
LMN248HVT,LG
FTXB18AXVJU,Daikin
PH09K2RA-1,Friedrich
52CEC512331RC,Carrier
A42HC09KXXEXA90,Applied Comfort Products
FFRP092LT6,Frigidaire
EZ12B2CSC1N10AB,Islandaire
52CQC309331AA,Carrier
52CEC515351AA,Carrier
PH12K3RA-1,Friedrich
52PEB309331RC,Carrier
52PEA512331RC,Carrier
52PEB309331AA,Carrier
13626772,ClimateMaster
TEC09K34RTB,Friedrich
PZH12K3SB-A,Friedrich
PDH15K5SG-A,Friedrich
DHPC12K34S7A91,Applied Comfort Products
PTH123G25AXXXEA,Amana
52CEC512351RC,Carrier
PTC093G35RXXX,Amana
PZE12K3SB-A,Friedrich
AZ45E12DBM,General Electric
PTH09425J,Amana
PTH12435J,Amana
AZ41E09DACW5,General Electric
PTHP09B208,McQuay
PTEE0901UABB,American Standard
PTP12B2EMBCP3SD,RoomMate
Unknown,RoomMate
LW6012ER,LG
AQV06LAM2,General Electric
PDE12R3SF-A,Friedrich
PTH153A50AD,Amana
AZ45E09DAC,General Electric
FXAQ18PVJU,Daikin
PDE09K3SCA,Friedrich
VTH093E02AAAC,Amana
AZ22E12D5BM1,General Electric
PTH124B25AE,Amana
AZ21E09D2CV3,AAON
AZ21E09D2CV3,General Electric
FFRP123LT3,Bogle Refrigeration
AZ28E09DABM3,AAON
PTH123G35AXXXGA,Amana
AZ21E09D2CV3,Aames
FFRP122LT3,AAC Commercial
52CEC309331AA,Amana
52CEA512301RC,Carrier
PTC123G35AXXXAB,Goodman
EC012-1VTC / 2940- 4,Bosch
ZW6500R,Zenith
AW06NCM8,Samsung
52CEB309351RC,Carrier
70215GHACB00A0B,Friedrich
LP070HED-Y8,LG
PTC114368,Friedrich
PTEB1201GF,Trane
Unknown,Direct Supply Mfg.
Unknown,Whalen
 PHE09K35D,Friedrich
PDE09K3SBD,Friedrich
12C3HEW,Amana
AH11EP2T1,Frigidaire
DHX24NWB21S,Johnson Controls
DCX24NWB21S,Johnson Controls
52SQC212301AA,Carrier
PTED0901JCA,Trane
US14C30,Friedrich
WS13B30B,Friedrich
WS10C30,Friedrich
WS13C30,Friedrich
WS10D30,Friedrich
AJCQ12ACGL2,General Electric
366567,Amana
PZE15K5SB-A,Friedrich
PDE15K5SF-A,Friedrich
PZE15K5SA-A,Friedrich
AZ65H12DADW1,General Electric
52CQB312331AA,Carrier
52CEA309301RC,Carrier
AZ32H12D5DM2,General Electric
PTHO93G50AXXXCA,Amana
PDE15K5SG-A,Friedrich
PTH093G50AXXXAA,Amana
40QNH018320,Carrier
40QNH024320,Carrier
PTH093E50AXXXAC,Amana
AZ35H12D5DM1,General Electric
AZ65H09DABW3,General Electric
PTH093E50AXXXAB,Amana
PBC122G00CC,Amana
VHA24K34RTL,Friedrich
FTXB09AXVJU,Daikin
ARUN038GS2,LG
WPCE00913C20R02000,Trane
WPCE00613C20R02000,Trane
WPCE00613C20R010000,Trane
PTH124C35AMBP,Amana
LP123HDUC,MDM Commercial
RTE0953SPP-0,Rheem/Ruud
PTA09E4AMBDP3SD,RoomMate
AZ65H12EBMW1,General Electric
HECO73H35AXXXDA,Amana
CAF160C124-D10RS,Comitale National Inc
AZ61H12EACW3,General Electric
52PEA512331AA,Carrier
(2) CP-14,MovinCool
BGE-103M,Comfort Aire
MWDUP-09EEN1-MK3-CB15,Direct Supply Mfg.
EZ09B2CSC1N14AA,Islandaire
AZ45E07DABW1,General Electric
AZ65H12DABW5,General Electric
PTH124G50AXXX,Amana
AZ21EO9DACV1,General Electric
WPCE00913C20L020,Trane
EZ12B4V8A1N44AA,Islandaire
PTHP09C_208(KXAB),Remington
EZ12A2CMF8A14AA,Islandaire
2498544,Supplyworks
AZ26E09DABM2,General Electric
PTC124G50AXXXBA,Amana
MQR009D0332SM2Y,McQuay
52PTA309201AA,Carrier
PTH124G35AXXXBA,Amana
PDE09R3SG-A,Friedrich
AZ45E09DABW5,General Electric
253.8753101,Kenmore
PTH093E35XXXXAC,Amana
52CEB512331AA,Carrier
AZ26E15DACV1,General Electric
PTH123G35GAXXXAA,Amana
253.3753101,Kenmore
PTHP09C_208 FH3.6,Remington
PTC123G35AXXXBA,Adamson & Co
PTACS PTC133D35ARDA,Amana
RAD2435A,Comfort Aire
ASW08FLS1,General Electric
52SH900001,Carrier
P1CKD12N04801A,York
AW129CB,Samsung
PTHP09B_208-BB,Amana
52CEB512331RC,Carrier
PTC07435G,Amana
PTC09435E,Amana
PTC124A35AA,Amana
DHPC15K34S7A91,Applied Comfort Products
AZ381H09DABM2,General Electric
FFRP122HT6,General Electric
AZ31H06D3CV3,General Electric
AZ61H12EADW1,General Electric
CTPIOC124-B10RS,Comitale National Inc
EZ15H3CMD1A1AAV,Islandaire
EZ15H3RMD1A1AAV,Islandaire
EZ15H3CMD1A14AA,Islandaire
CRSOC124-B10RS,Comitale National Inc
EZ12B2EDC1A44AA,Islandaire
EZ12B2EDC1S14AA,Islandaire
EZ12H2EDC1A1AAY,Islandaire
EFFRP122LT6,Frigidaire
AZ65H12EACW2,Frigidaire
MWDUP-07EEN1-MK9-CB,Direct Supply Mfg.
Unknown,Climate Control
PTH153D34AR,Amana
EZ12H2EDC1A14AA,Islandaire
EZ12B2EDC1A14AA,Islandaire
EZED12B2C1S15AA,Islandaire
EZ12H2EDC1A1AAV,Islandaire
AZ35H09D5B,General Electric
AJCS10ACB,General Electric
52CQB512301RC,Carrier
52CQA309301RC,Carrier
52CQB515331RC,Carrier
52CQB515301RC,Carrier
EZRM16A2C1S15AA,Islandaire
52CQC512331RC,Carrier
PTC093B25AT,Amana
PTC093B25J,Amana
AZ65H15EACW1,General Electric
LW8014ER,LG
LW8016HRY7,LG
PH09K3XB-3,Friedrich
PH12K3XB-3,Friedrich
AZ65H09DABW5,General Electric
AZ65H09EACW5,General Electric
EZ16A2GSP1S45AL,Islandaire
W97E16320,Trane
EZ09A23SP1S45AL,Islandaire
EZ15E2RMC1A1JYZ,Islandaire
ACM052MM0,Whirlpool
LWHD1500ER,LG
UE08A13B,Friedrich
AST05LCS1,General Electric
Unknown,WintAir
AAC071FRA,Amana
LWHD7000HRY7,LG
ASM06LBS1,General Electric
A6X06F2A,Fedders
WAC053T7A2,White Westinghouse
EZ15E2RMC1A14AA,Islandaire
EZRM16E2C1A14AT,Islandaire
EZRM15A2C1A14AT,Islandaire
EZRM16A2C1A14AT,Islandaire
EZRM16E2C1A14AA,Islandaire
EZ15E2RMC1A14AT,Islandaire
EZRM16E2C1A14AU,Islandaire
EZ15A2RMC1A14AT,Islandaire
EZRM15A2C1A15AT,Islandaire
EZ15E2RMC1A1JVZ,Islandaire
52CEC512331AA,Carrier
EZ15A2RMC1S14AA,Islandaire
PTH153G35RXXXCA,Amana
AZ45E12EACW5,General Electric
AZC315DBV2,General Electric
CS015ELOAASSFSD,ClimateMaster
AZ31H15D3CV5,General Electric
AZ61H15EABM3,General Electric
LSU363HLV,LG
WMR213B3004C,Adirondack Aire
LP093HDUC1,LG
AZ65H15DABW5,General Electric
THC15K50STC,Friedrich
ARNU243SKA4,LG
LSN0905V5,LG
52MEAU12401AA,Carrier
PDH12K3SD-C,Friedrich
2498541,Garrison
HWF05XC6,Haier
5PAC10000,Perfect Aire
2498537,Garrison
52SQE209301RC,Carrier
52CEC315351AA,Carrier
EZ12A216F8A14AC,Islandaire
PTH073E25AXXXAC,Goodman
PTH073G15AXXXCA,Goodman
PTH073E35AXXXAB,Goodman
PTH073635AXXXCA,Goodman
FFPA0822U1,Frigidaire
AZ45E12DABW5,General Electric
P.DNS.1.012.C.Z.62.Z.12.AR.14.C.I.C.1,McQuay
MQE012D03HWNL2Y,McQuay
AZ45E12DBMW1,General Electric
EZ42122731S46AA,Islandaire
HEH073H35AXXXCA,Amana
PTC12435E,Amana
A7U10W2A,Fedders
79J0012401,Amana
HVAC - PTAC,Amana
52SQD309301RC,Carrier
AZ65H12DABW6,General Electric
HEH093H35AXXXCA,Amana
831ANX009003AAAA,Bryant
52SQA307301AA,Carrier
AZ39H07DADM1,General Electric
52SQA307301,Carrier
52CQA307301AA,Carrier
PTC093G35ACXXBA,Amana
AZ65H07DADW5,General Electric
52PQA207331RC,Carrier
AZ45E09DBMW2,General Electric
AZ22E09D3CM2,General Electric
8589,Direct Supply Mfg.
PTAC09B208,McQuay
AZ45E12DBMW5,General Electric
AZ28E09DACM2,General Electric
AZ65H12EACW6,General Electric
52BRA312301AA,Carrier
PTHC1202GAA,American Standard
EZ09A2GSP1S44AB,Islandaire
AZ38H15EABM1,General Electric
52ARA312301AA,Carrier
PTHD0901DCA,Trane
M1816-FFRP092HT6,Frigidaire
PTH154G25AXXXCB,Amana
AZ22E15E5BM2,General Electric
PTH153A50AC,Amana
AZ22E07D2BM1,General Electric
AZ65H15DAD,General Electric
PTH093E35AXXAC,Amana
AZ31H15D5DV5,General Electric
52CQC309331AA,Amana
AZ32H15E5BM2,General Electric
0-L9916,Direct Supply Mfg.
40MAQB36B-3,Carrier
0-E7829,Amana
PTW1225C5C,PremAire
40MVC024-301,Carrier
EZ09A216F8A14AA,Islandaire
EZ15A716F7A10XB,Islandaire
EZ2609B2CIS44AA,Islandaire
EZ09H7RMC1A10AT,Islandaire
EZ09D7RMC1A10AT,Islandaire
MSZ-WR18NA,Mitsubishi
MUZ-WR18NA,Mitsubishi
EZ2609A2C1S45AA,Islandaire
AZ32H09D3CM2,General Electric
EZ2609B2CIS41AA,Islandaire
AJQ12DCF,General Electric
LP093CDUC,LG
NE9C5B,McQuay
